         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 1250000000  +2               0 1 0 00000101 00000101 00000100 
 1255000000  +1               0 1 1 00000101 00000101 00000100 
 1255000000  +3               0 1 1 00000101 00000101 00000101 
 1260000000  +1               0 1 0 00000110 00000101 00000101 
 1260000000  +2               0 1 0 00000110 00000110 00000101 
 1265000000  +1               0 1 1 00000110 00000110 00000101 
 1265000000  +3               0 1 1 00000110 00000110 00000110 
 1270000000  +1               0 1 0 00000111 00000110 00000110 
 1270000000  +2               0 1 0 00000111 00000111 00000110 
 1275000000  +1               0 1 1 00000111 00000111 00000110 
 1275000000  +3               0 1 1 00000111 00000111 00000111 
 1280000000  +1               0 1 0 00001000 00000111 00000111 
 1280000000  +2               0 1 0 00001000 00001000 00000111 
 1285000000  +1               0 1 1 00001000 00001000 00000111 
 1285000000  +3               0 1 1 00001000 00001000 00001000 
 1290000000  +1               0 1 0 00001001 00001000 00001000 
 1290000000  +2               0 1 0 00001001 00001001 00001000 
 1295000000  +1               0 1 1 00001001 00001001 00001000 
 1295000000  +3               0 1 1 00001001 00001001 00001001 
 1300000000  +1               0 1 0 00001010 00001001 00001001 
 1300000000  +2               0 1 0 00001010 00001010 00001001 
 1305000000  +1               0 1 1 00001010 00001010 00001001 
 1305000000  +3               0 1 1 00001010 00001010 00001010 
 1310000000  +1               0 1 0 00001011 00001010 00001010 
 1310000000  +2               0 1 0 00001011 00001011 00001010 
 1315000000  +1               0 1 1 00001011 00001011 00001010 
 1315000000  +3               0 1 1 00001011 00001011 00001011 
 1320000000  +1               0 1 0 00000000 00001011 00001011 
 1320000000  +2               0 1 0 00000000 00000000 00001011 
 1325000000  +1               0 1 1 00000000 00000000 00001011 
 1325000000  +3               0 1 1 00000000 00000000 00000000 
 1330000000  +1               0 1 0 00000001 00000000 00000000 
 1330000000  +2               0 1 0 00000001 00000001 00000000 
 1335000000  +1               0 1 1 00000001 00000001 00000000 
 1335000000  +3               0 1 1 00000001 00000001 00000001 
 1340000000  +1               0 1 0 00000010 00000001 00000001 
 1340000000  +2               0 1 0 00000010 00000010 00000001 
 1345000000  +1               0 1 1 00000010 00000010 00000001 
 1345000000  +3               0 1 1 00000010 00000010 00000010 
 1350000000  +1               0 1 0 00000011 00000010 00000010 
 1350000000  +2               0 1 0 00000011 00000011 00000010 
 1355000000  +1               0 1 1 00000011 00000011 00000010 
 1355000000  +3               0 1 1 00000011 00000011 00000011 
 1360000000  +1               0 1 0 00000100 00000011 00000011 
 1360000000  +2               0 1 0 00000100 00000100 00000011 
 1365000000  +1               0 1 1 00000100 00000100 00000011 
 1365000000  +3               0 1 1 00000100 00000100 00000100 
 1370000000  +1               0 1 0 00000101 00000100 00000100 
 1370000000  +2               0 1 0 00000101 00000101 00000100 
 1375000000  +1               0 1 1 00000101 00000101 00000100 
 1375000000  +3               0 1 1 00000101 00000101 00000101 
 1380000000  +1               0 1 0 00000110 00000101 00000101 
 1380000000  +2               0 1 0 00000110 00000110 00000101 
 1385000000  +1               0 1 1 00000110 00000110 00000101 
 1385000000  +3               0 1 1 00000110 00000110 00000110 
 1390000000  +1               0 1 0 00000111 00000110 00000110 
 1390000000  +2               0 1 0 00000111 00000111 00000110 
 1395000000  +1               0 1 1 00000111 00000111 00000110 
 1395000000  +3               0 1 1 00000111 00000111 00000111 
 1400000000  +1               0 1 0 00001000 00000111 00000111 
 1400000000  +2               0 1 0 00001000 00001000 00000111 
 1405000000  +1               0 1 1 00001000 00001000 00000111 
 1405000000  +3               0 1 1 00001000 00001000 00001000 
 1410000000  +1               0 1 0 00001001 00001000 00001000 
 1410000000  +2               0 1 0 00001001 00001001 00001000 
 1415000000  +1               0 1 1 00001001 00001001 00001000 
 1415000000  +3               0 1 1 00001001 00001001 00001001 
 1420000000  +1               0 1 0 00001010 00001001 00001001 
 1420000000  +2               0 1 0 00001010 00001010 00001001 
 1425000000  +1               0 1 1 00001010 00001010 00001001 
 1425000000  +3               0 1 1 00001010 00001010 00001010 
 1430000000  +1               0 1 0 00001011 00001010 00001010 
 1430000000  +2               0 1 0 00001011 00001011 00001010 
 1435000000  +1               0 1 1 00001011 00001011 00001010 
 1435000000  +3               0 1 1 00001011 00001011 00001011 
 1440000000  +1               0 1 0 00000000 00001011 00001011 
 1440000000  +2               0 1 0 00000000 00000000 00001011 
 1445000000  +1               0 1 1 00000000 00000000 00001011 
 1445000000  +3               0 1 1 00000000 00000000 00000000 
 1450000000  +1               0 1 0 00000001 00000000 00000000 
 1450000000  +2               0 1 0 00000001 00000001 00000000 
 1455000000  +1               0 1 1 00000001 00000001 00000000 
 1455000000  +3               0 1 1 00000001 00000001 00000001 
 1460000000  +1               0 1 0 00000010 00000001 00000001 
 1460000000  +2               0 1 0 00000010 00000010 00000001 
 1465000000  +1               0 1 1 00000010 00000010 00000001 
 1465000000  +3               0 1 1 00000010 00000010 00000010 
 1470000000  +1               0 1 0 00000011 00000010 00000010 
 1470000000  +2               0 1 0 00000011 00000011 00000010 
 1475000000  +1               0 1 1 00000011 00000011 00000010 
 1475000000  +3               0 1 1 00000011 00000011 00000011 
 1480000000  +1               0 1 0 00000100 00000011 00000011 
 1480000000  +2               0 1 0 00000100 00000100 00000011 
 1485000000  +1               0 1 1 00000100 00000100 00000011 
 1485000000  +3               0 1 1 00000100 00000100 00000100 
 1490000000  +1               0 1 0 00000101 00000100 00000100 
 1490000000  +2               0 1 0 00000101 00000101 00000100 
 1495000000  +1               0 1 1 00000101 00000101 00000100 
 1495000000  +3               0 1 1 00000101 00000101 00000101 
 1500000000  +1               0 1 0 00000110 00000101 00000101 
 1500000000  +2               0 1 0 00000110 00000110 00000101 
 1505000000  +1               0 1 1 00000110 00000110 00000101 
 1505000000  +3               0 1 1 00000110 00000110 00000110 
 1510000000  +1               0 1 0 00000111 00000110 00000110 
 1510000000  +2               0 1 0 00000111 00000111 00000110 
 1515000000  +1               0 1 1 00000111 00000111 00000110 
 1515000000  +3               0 1 1 00000111 00000111 00000111 
 1520000000  +1               0 1 0 00001000 00000111 00000111 
 1520000000  +2               0 1 0 00001000 00001000 00000111 
 1525000000  +1               0 1 1 00001000 00001000 00000111 
 1525000000  +3               0 1 1 00001000 00001000 00001000 
 1530000000  +1               0 1 0 00001001 00001000 00001000 
 1530000000  +2               0 1 0 00001001 00001001 00001000 
 1535000000  +1               0 1 1 00001001 00001001 00001000 
 1535000000  +3               0 1 1 00001001 00001001 00001001 
 1540000000  +1               0 1 0 00001010 00001001 00001001 
 1540000000  +2               0 1 0 00001010 00001010 00001001 
 1545000000  +1               0 1 1 00001010 00001010 00001001 
 1545000000  +3               0 1 1 00001010 00001010 00001010 
 1550000000  +1               0 1 0 00001011 00001010 00001010 
 1550000000  +2               0 1 0 00001011 00001011 00001010 
 1555000000  +1               0 1 1 00001011 00001011 00001010 
 1555000000  +3               0 1 1 00001011 00001011 00001011 
 1560000000  +1               0 1 0 00000000 00001011 00001011 
 1560000000  +2               0 1 0 00000000 00000000 00001011 
 1565000000  +1               0 1 1 00000000 00000000 00001011 
 1565000000  +3               0 1 1 00000000 00000000 00000000 
 1570000000  +1               0 1 0 00000001 00000000 00000000 
 1570000000  +2               0 1 0 00000001 00000001 00000000 
 1575000000  +1               0 1 1 00000001 00000001 00000000 
 1575000000  +3               0 1 1 00000001 00000001 00000001 
 1580000000  +1               0 1 0 00000010 00000001 00000001 
 1580000000  +2               0 1 0 00000010 00000010 00000001 
 1585000000  +1               0 1 1 00000010 00000010 00000001 
 1585000000  +3               0 1 1 00000010 00000010 00000010 
 1590000000  +1               0 1 0 00000011 00000010 00000010 
 1590000000  +2               0 1 0 00000011 00000011 00000010 
 1595000000  +1               0 1 1 00000011 00000011 00000010 
 1595000000  +3               0 1 1 00000011 00000011 00000011 
 1600000000  +1               0 1 0 00000100 00000011 00000011 
 1600000000  +2               0 1 0 00000100 00000100 00000011 
 1605000000  +1               0 1 1 00000100 00000100 00000011 
 1605000000  +3               0 1 1 00000100 00000100 00000100 
 1610000000  +1               0 1 0 00000101 00000100 00000100 
 1610000000  +2               0 1 0 00000101 00000101 00000100 
 1615000000  +1               0 1 1 00000101 00000101 00000100 
 1615000000  +3               0 1 1 00000101 00000101 00000101 
 1620000000  +1               0 1 0 00000110 00000101 00000101 
 1620000000  +2               0 1 0 00000110 00000110 00000101 
 1625000000  +1               0 1 1 00000110 00000110 00000101 
 1625000000  +3               0 1 1 00000110 00000110 00000110 
 1630000000  +1               0 1 0 00000111 00000110 00000110 
 1630000000  +2               0 1 0 00000111 00000111 00000110 
 1635000000  +1               0 1 1 00000111 00000111 00000110 
 1635000000  +3               0 1 1 00000111 00000111 00000111 
 1640000000  +1               0 1 0 00001000 00000111 00000111 
 1640000000  +2               0 1 0 00001000 00001000 00000111 
 1645000000  +1               0 1 1 00001000 00001000 00000111 
 1645000000  +3               0 1 1 00001000 00001000 00001000 
 1650000000  +1               0 1 0 00001001 00001000 00001000 
 1650000000  +2               0 1 0 00001001 00001001 00001000 
 1655000000  +1               0 1 1 00001001 00001001 00001000 
 1655000000  +3               0 1 1 00001001 00001001 00001001 
 1660000000  +1               0 1 0 00001010 00001001 00001001 
 1660000000  +2               0 1 0 00001010 00001010 00001001 
 1665000000  +1               0 1 1 00001010 00001010 00001001 
 1665000000  +3               0 1 1 00001010 00001010 00001010 
 1670000000  +1               0 1 0 00001011 00001010 00001010 
 1670000000  +2               0 1 0 00001011 00001011 00001010 
 1675000000  +1               0 1 1 00001011 00001011 00001010 
 1675000000  +3               0 1 1 00001011 00001011 00001011 
 1680000000  +1               0 1 0 00000000 00001011 00001011 
 1680000000  +2               0 1 0 00000000 00000000 00001011 
 1685000000  +1               0 1 1 00000000 00000000 00001011 
 1685000000  +3               0 1 1 00000000 00000000 00000000 
 1690000000  +1               0 1 0 00000001 00000000 00000000 
 1690000000  +2               0 1 0 00000001 00000001 00000000 
 1695000000  +1               0 1 1 00000001 00000001 00000000 
 1695000000  +3               0 1 1 00000001 00000001 00000001 
 1700000000  +1               0 1 0 00000010 00000001 00000001 
 1700000000  +2               0 1 0 00000010 00000010 00000001 
 1705000000  +1               0 1 1 00000010 00000010 00000001 
 1705000000  +3               0 1 1 00000010 00000010 00000010 
 1710000000  +1               0 1 0 00000011 00000010 00000010 
 1710000000  +2               0 1 0 00000011 00000011 00000010 
 1715000000  +1               0 1 1 00000011 00000011 00000010 
 1715000000  +3               0 1 1 00000011 00000011 00000011 
 1720000000  +1               0 1 0 00000100 00000011 00000011 
 1720000000  +2               0 1 0 00000100 00000100 00000011 
 1725000000  +1               0 1 1 00000100 00000100 00000011 
 1725000000  +3               0 1 1 00000100 00000100 00000100 
 1730000000  +1               0 1 0 00000101 00000100 00000100 
 1730000000  +2               0 1 0 00000101 00000101 00000100 
 1735000000  +1               0 1 1 00000101 00000101 00000100 
 1735000000  +3               0 1 1 00000101 00000101 00000101 
 1740000000  +1               0 1 0 00000110 00000101 00000101 
 1740000000  +2               0 1 0 00000110 00000110 00000101 
 1745000000  +1               0 1 1 00000110 00000110 00000101 
